거래일시,연월,주문번호,고객ID,상품코드,수량,매출,단가,구매채널,디지털채널,결제수단,배송유형,카테고리,상품명,시도,권역
2021-09-12,2021-09-01,566317,13375,22114,1,18995,18995,오프라인,,계좌이체,매장구매,Grooming,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,경남,비수도권
2021-09-12,2021-09-01,566317,13375,22086,7,79779,11397,오프라인,,계좌이체,매장구매,Disposables,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,경남,비수도권
2021-09-12,2021-09-01,566317,13375,20725,2,14749,7375,오프라인,,계좌이체,매장구매,Grooming,Pet Grooming Brush,경남,비수도권
2021-09-12,2021-09-01,566317,13375,23203,2,18593,9296,오프라인,,계좌이체,매장구매,Grooming,Pet Hair Remover,경남,비수도권
2021-09-12,2021-09-01,566317,13375,84879,2,15107,7553,오프라인,,계좌이체,매장구매,Cleanig Supplies,Pet Odor Eliminator,경남,비수도권
2021-09-12,2021-09-01,566317,13375,22423,1,110754,110754,오프라인,,계좌이체,매장구매,Food,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,경남,비수도권
2021-09-12,2021-09-01,566318,15971,85099B,2,18593,9296,온라인,앱,카드,새벽배송,Disposables,Earth Rated Dog Poop Bags,대전,비수도권
2021-09-12,2021-09-01,566319,13431,21137,2,65149,32575,온라인,앱,간편결제(네이버/카카오/토스),택배배송,Food,Canned Cat Food,충북,비수도권
2021-09-12,2021-09-01,566319,13431,22086,4,52739,13185,온라인,앱,간편결제(네이버/카카오/토스),택배배송,Disposables,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,충북,비수도권
2021-09-12,2021-09-01,566319,13431,22423,1,110754,110754,온라인,앱,간편결제(네이버/카카오/토스),택배배송,Food,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,충북,비수도권
2021-09-12,2021-09-01,566320,13983,22197,1,7384,7384,오프라인,,카드,매장구매,Food,Sheba Perfect Portions Paté Wet Cat Food,경기,수도권
2021-09-12,2021-09-01,566326,16211,22960,1,18995,18995,온라인,모바일웹,카드,택배배송,Grooming,Rechargeable Pet Nail Grinder,서울,수도권
2021-09-12,2021-09-01,566326,16211,22423,3,285354,95118,온라인,모바일웹,카드,택배배송,Food,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,서울,수도권
2021-09-12,2021-09-01,566326,16211,22720,1,22124,22124,온라인,모바일웹,카드,택배배송,Electronics,UltraSound Dog Barking Deterrent,서울,수도권
2021-09-12,2021-09-01,566345,17685,22086,1,13185,13185,온라인,앱,간편결제(네이버/카카오/토스),새벽배송,Disposables,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,전북,비수도권
2021-09-12,2021-09-01,566345,17685,79321,4,88494,22124,온라인,앱,간편결제(네이버/카카오/토스),새벽배송,Supplements,ProBiotic Supplements for Dogs,전북,비수도권
2021-09-12,2021-09-01,566361,15253,85123A,2,26370,13185,오프라인,,카드,매장구매,Disposables,Dog and Puppy Pads,경기,수도권
2021-09-12,2021-09-01,566393,13269,47566,2,44247,22124,온라인,PC웹,계좌이체,새벽배송,Disposables,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",서울,수도권
2021-09-12,2021-09-01,566394,13650,85123A,2,26370,13185,온라인,앱,카드,택배배송,Disposables,Dog and Puppy Pads,서울,수도권
2021-09-12,2021-09-01,566394,13650,23203,2,18593,9296,온라인,앱,카드,택배배송,Grooming,Pet Hair Remover,서울,수도권
2021-09-12,2021-09-01,566395,14952,22423,3,285354,95118,오프라인,,카드,매장구매,Food,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,광주,비수도권
2021-09-12,2021-09-01,566396,14292,22197,2,14767,7384,오프라인,,카드,매장구매,Food,Sheba Perfect Portions Paté Wet Cat Food,경기,수도권
2021-09-12,2021-09-01,566396,14292,22423,1,110754,110754,오프라인,,카드,매장구매,Food,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,경기,수도권
2021-09-12,2021-09-01,566398,12884,85099B,2,18593,9296,온라인,앱,간편결제(네이버/카카오/토스),택배배송,Disposables,Earth Rated Dog Poop Bags,서울,수도권
2021-09-12,2021-09-01,566399,16141,85123A,2,26370,13185,온라인,PC웹,카드,택배배송,Disposables,Dog and Puppy Pads,서울,수도권
2021-09-12,2021-09-01,566400,17139,85099B,2,18593,9296,온라인,앱,카드,택배배송,Disposables,Earth Rated Dog Poop Bags,광주,비수도권
2021-09-12,2021-09-01,566400,17139,22086,1,13185,13185,온라인,앱,카드,택배배송,Disposables,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,광주,비수도권
2021-09-12,2021-09-01,566400,17139,20725,2,14749,7375,온라인,앱,카드,택배배송,Grooming,Pet Grooming Brush,광주,비수도권
2021-09-12,2021-09-01,566400,17139,23203,2,18593,9296,온라인,앱,카드,택배배송,Grooming,Pet Hair Remover,광주,비수도권
2021-09-12,2021-09-01,566400,17139,22960,1,18995,18995,온라인,앱,카드,택배배송,Grooming,Rechargeable Pet Nail Grinder,광주,비수도권
2021-09-12,2021-09-01,566400,17139,22197,2,14767,7384,온라인,앱,카드,택배배송,Food,Sheba Perfect Portions Paté Wet Cat Food,광주,비수도권
2021-09-12,2021-09-01,566400,17139,22423,1,110754,110754,온라인,앱,카드,택배배송,Food,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,광주,비수도권
2021-09-12,2021-09-01,566403,16985,85123A,11,125367,11397,오프라인,,계좌이체,매장구매,Disposables,Dog and Puppy Pads,경기,수도권
2021-09-12,2021-09-01,566403,16985,47566,1,22124,22124,오프라인,,계좌이체,매장구매,Disposables,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",경기,수도권
2021-09-12,2021-09-01,566405,17919,22086,4,52739,13185,온라인,앱,카드,택배배송,Disposables,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,서울,수도권
2021-09-12,2021-09-01,566408,16984,22114,1,18995,18995,온라인,모바일웹,카드,택배배송,Grooming,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,서울,수도권
2021-09-12,2021-09-01,566408,16984,47566,1,22124,22124,온라인,모바일웹,카드,택배배송,Disposables,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",서울,수도권
2021-09-12,2021-09-01,566408,16984,23298,1,42999,42999,온라인,모바일웹,카드,택배배송,Food,Purina ONE SmartBlend Natural Adult Chicken 10lb,서울,수도권
2021-09-12,2021-09-01,566408,16984,22423,1,110754,110754,온라인,모바일웹,카드,택배배송,Food,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,서울,수도권
2021-09-12,2021-09-01,566420,16360,22086,1,13185,13185,온라인,앱,카드,택배배송,Disposables,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,서울,수도권
2021-09-12,2021-09-01,566420,16360,22197,1,7384,7384,온라인,앱,카드,택배배송,Food,Sheba Perfect Portions Paté Wet Cat Food,서울,수도권
2021-09-12,2021-09-01,566424,13309,79321,1,25699,25699,온라인,모바일웹,간편결제(네이버/카카오/토스),택배배송,Supplements,ProBiotic Supplements for Dogs,충남,비수도권
2021-09-12,2021-09-01,566425,16458,85123A,1,13185,13185,온라인,앱,카드,택배배송,Disposables,Dog and Puppy Pads,서울,수도권
2021-09-12,2021-09-01,566425,16458,85099B,4,37186,9296,온라인,앱,카드,택배배송,Disposables,Earth Rated Dog Poop Bags,서울,수도권
2021-09-12,2021-09-01,566425,16458,20725,2,14749,7375,온라인,앱,카드,택배배송,Grooming,Pet Grooming Brush,서울,수도권
2021-09-12,2021-09-01,566428,15932,84879,4,30213,7553,오프라인,,간편결제(네이버/카카오/토스),매장구매,Cleanig Supplies,Pet Odor Eliminator,대전,비수도권
2021-09-12,2021-09-01,566431,18180,22086,1,13185,13185,온라인,PC웹,계좌이체,택배배송,Disposables,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,대구,비수도권
2021-09-12,2021-09-01,566438,15996,47566,1,22124,22124,오프라인,,카드,매장구매,Disposables,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",대전,비수도권
2021-09-12,2021-09-01,566438,15996,23298,1,42999,42999,오프라인,,카드,매장구매,Food,Purina ONE SmartBlend Natural Adult Chicken 10lb,대전,비수도권
2021-09-12,2021-09-01,566440,15755,85123A,1,13185,13185,오프라인,,카드,매장구매,Disposables,Dog and Puppy Pads,서울,수도권
2021-09-12,2021-09-01,566440,15755,85099B,2,18593,9296,오프라인,,카드,매장구매,Disposables,Earth Rated Dog Poop Bags,서울,수도권
2021-09-12,2021-09-01,566441,17719,22720,1,22124,22124,오프라인,,카드,매장구매,Electronics,UltraSound Dog Barking Deterrent,제주,비수도권
2021-09-12,2021-09-01,566444,14020,22720,1,22124,22124,온라인,앱,카드,택배배송,Electronics,UltraSound Dog Barking Deterrent,강원,비수도권
2021-09-12,2021-09-01,566447,12989,21137,4,117790,29447,오프라인,,카드,매장구매,Food,Canned Cat Food,경기,수도권
2021-09-12,2021-09-01,566450,15673,23203,2,18593,9296,오프라인,,카드,매장구매,Grooming,Pet Hair Remover,경기,수도권
2021-09-12,2021-09-01,566450,15673,22197,3,22151,7384,오프라인,,카드,매장구매,Food,Sheba Perfect Portions Paté Wet Cat Food,경기,수도권
2021-09-12,2021-09-01,566451,18069,85123A,1,13185,13185,오프라인,,간편결제(네이버/카카오/토스),매장구매,Disposables,Dog and Puppy Pads,경기,수도권
2021-09-12,2021-09-01,566451,18069,85099B,1,9296,9296,오프라인,,간편결제(네이버/카카오/토스),매장구매,Disposables,Earth Rated Dog Poop Bags,경기,수도권
2021-09-12,2021-09-01,566451,18069,22386,1,18068,18068,오프라인,,간편결제(네이버/카카오/토스),매장구매,Food,Milk-Bone MaroSnacks Dog Treats with Real Bone,경기,수도권
2021-09-12,2021-09-01,566451,18069,20725,1,7375,7375,오프라인,,간편결제(네이버/카카오/토스),매장구매,Grooming,Pet Grooming Brush,경기,수도권
2021-09-12,2021-09-01,566451,18069,23203,1,9296,9296,오프라인,,간편결제(네이버/카카오/토스),매장구매,Grooming,Pet Hair Remover,경기,수도권
2021-09-12,2021-09-01,566451,18069,79321,1,25699,25699,오프라인,,간편결제(네이버/카카오/토스),매장구매,Supplements,ProBiotic Supplements for Dogs,경기,수도권
2021-09-12,2021-09-01,,16191,22720,0,0,22124,오프라인,,카드,매장구매,Electronics,UltraSound Dog Barking Deterrent,대전,비수도권
2021-09-12,2021-09-01,,18223,85099B,0,0,9296,오프라인,,카드,매장구매,Disposables,Earth Rated Dog Poop Bags,경기,수도권
2021-09-12,2021-09-01,,14688,85099B,-1,-9296,9296,오프라인,,카드,매장구매,Disposables,Earth Rated Dog Poop Bags,울산,비수도권
2021-09-12,2021-09-01,,14688,20725,-1,-7375,7375,오프라인,,카드,매장구매,Grooming,Pet Grooming Brush,울산,비수도권
2021-09-12,2021-09-01,,14688,23298,-1,-42999,42999,오프라인,,카드,매장구매,Food,Purina ONE SmartBlend Natural Adult Chicken 10lb,울산,비수도권
2021-09-12,2021-09-01,,14688,22197,-2,-14767,7384,오프라인,,카드,매장구매,Food,Sheba Perfect Portions Paté Wet Cat Food,울산,비수도권
2021-09-12,2021-09-01,,13319,22423,0,0,95118,오프라인,,카드,매장구매,Food,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,대구,비수도권
2021-09-12,2021-09-01,,16670,85123A,0,0,13185,오프라인,,카드,매장구매,Disposables,Dog and Puppy Pads,서울,수도권
2021-09-12,2021-09-01,,16187,47566,-1,-22124,22124,오프라인,,카드,매장구매,Disposables,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",서울,수도권
2021-09-12,2021-09-01,,15136,22960,0,0,18995,오프라인,,카드,매장구매,Grooming,Rechargeable Pet Nail Grinder,경남,비수도권
2021-09-13,2021-09-01,566477,14359,22423,1,110754,110754,온라인,앱,카드,택배배송,Food,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,서울,수도권
2021-09-13,2021-09-01,566479,13831,85123A,6,68382,11397,오프라인,,계좌이체,매장구매,Disposables,Dog and Puppy Pads,경기,수도권
2021-09-13,2021-09-01,566481,15769,22386,34,528665,15549,온라인,앱,계좌이체,택배배송,Food,Milk-Bone MaroSnacks Dog Treats with Real Bone,경기,수도권
2021-09-13,2021-09-01,566482,16609,22114,1,18995,18995,오프라인,,카드,매장구매,Grooming,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,경기,수도권
2021-09-13,2021-09-01,566482,16609,85123A,2,26370,13185,오프라인,,카드,매장구매,Disposables,Dog and Puppy Pads,경기,수도권
2021-09-13,2021-09-01,566482,16609,85099B,2,18593,9296,오프라인,,카드,매장구매,Disposables,Earth Rated Dog Poop Bags,경기,수도권
2021-09-13,2021-09-01,566482,16609,20725,2,14749,7375,오프라인,,카드,매장구매,Grooming,Pet Grooming Brush,경기,수도권
2021-09-13,2021-09-01,566482,16609,23203,4,37186,9296,오프라인,,카드,매장구매,Grooming,Pet Hair Remover,경기,수도권
2021-09-13,2021-09-01,566488,12940,85123A,1,13185,13185,온라인,앱,간편결제(네이버/카카오/토스),택배배송,Disposables,Dog and Puppy Pads,제주,비수도권
2021-09-13,2021-09-01,566488,12940,47566,1,22124,22124,온라인,앱,간편결제(네이버/카카오/토스),택배배송,Disposables,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",제주,비수도권
2021-09-13,2021-09-01,566488,12940,82484,1,69058,69058,온라인,앱,간편결제(네이버/카카오/토스),택배배송,Food,NexGard Chew for Dogs,제주,비수도권
2021-09-13,2021-09-01,566488,12940,84879,2,15107,7553,온라인,앱,간편결제(네이버/카카오/토스),택배배송,Cleanig Supplies,Pet Odor Eliminator,제주,비수도권
2021-09-13,2021-09-01,566488,12940,22423,1,110754,110754,온라인,앱,간편결제(네이버/카카오/토스),택배배송,Food,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,제주,비수도권
2021-09-13,2021-09-01,566489,16814,84879,6,45320,7553,오프라인,,간편결제(네이버/카카오/토스),매장구매,Cleanig Supplies,Pet Odor Eliminator,울산,비수도권
2021-09-13,2021-09-01,566489,16814,22720,1,22124,22124,오프라인,,간편결제(네이버/카카오/토스),매장구매,Electronics,UltraSound Dog Barking Deterrent,울산,비수도권
2021-09-13,2021-09-01,566518,17779,85123A,1,13185,13185,오프라인,,카드,매장구매,Disposables,Dog and Puppy Pads,서울,수도권
2021-09-13,2021-09-01,566518,17779,85099B,1,9296,9296,오프라인,,카드,매장구매,Disposables,Earth Rated Dog Poop Bags,서울,수도권
2021-09-13,2021-09-01,566518,17779,22386,2,36136,18068,오프라인,,카드,매장구매,Food,Milk-Bone MaroSnacks Dog Treats with Real Bone,서울,수도권
2021-09-13,2021-09-01,566520,17757,47566,1,22124,22124,오프라인,,카드,매장구매,Disposables,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",전남,비수도권
2021-09-13,2021-09-01,566537,13767,22423,1,110754,110754,오프라인,,카드,매장구매,Food,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,경기,수도권
2021-09-13,2021-09-01,566539,17228,20725,1,7375,7375,오프라인,,카드,매장구매,Grooming,Pet Grooming Brush,광주,비수도권
2021-09-13,2021-09-01,566554,13136,47566,1,22124,22124,온라인,모바일웹,간편결제(네이버/카카오/토스),택배배송,Disposables,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",서울,수도권
2021-09-13,2021-09-01,566554,13136,22386,2,36136,18068,온라인,모바일웹,간편결제(네이버/카카오/토스),택배배송,Food,Milk-Bone MaroSnacks Dog Treats with Real Bone,서울,수도권
2021-09-13,2021-09-01,566554,13136,23203,4,37186,9296,온라인,모바일웹,간편결제(네이버/카카오/토스),택배배송,Grooming,Pet Hair Remover,서울,수도권
2021-09-13,2021-09-01,566554,13136,79321,1,25699,25699,온라인,모바일웹,간편결제(네이버/카카오/토스),택배배송,Supplements,ProBiotic Supplements for Dogs,서울,수도권
2021-09-13,2021-09-01,566554,13136,23298,1,42999,42999,온라인,모바일웹,간편결제(네이버/카카오/토스),택배배송,Food,Purina ONE SmartBlend Natural Adult Chicken 10lb,서울,수도권
2021-09-13,2021-09-01,566554,13136,22423,1,110754,110754,온라인,모바일웹,간편결제(네이버/카카오/토스),택배배송,Food,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,서울,수도권
2021-09-13,2021-09-01,566557,14646,22086,20,227940,11397,오프라인,,카드,매장구매,Disposables,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,제주,비수도권
2021-09-13,2021-09-01,566557,14646,22960,6,100562,16760,오프라인,,카드,매장구매,Grooming,Rechargeable Pet Nail Grinder,제주,비수도권
2021-09-13,2021-09-01,566556,16353,79321,8,176989,22124,오프라인,,카드,매장구매,Supplements,ProBiotic Supplements for Dogs,대전,비수도권
2021-09-13,2021-09-01,566559,18044,22114,1,18995,18995,오프라인,,간편결제(네이버/카카오/토스),매장구매,Grooming,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,강원,비수도권
2021-09-13,2021-09-01,566559,18044,22423,1,110754,110754,오프라인,,간편결제(네이버/카카오/토스),매장구매,Food,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,강원,비수도권
2021-09-13,2021-09-01,566560,17092,23203,2,18593,9296,온라인,PC웹,계좌이체,택배배송,Grooming,Pet Hair Remover,경기,수도권
2021-09-13,2021-09-01,566561,18145,85099B,2,18593,9296,오프라인,,카드,매장구매,Disposables,Earth Rated Dog Poop Bags,서울,수도권
2021-09-13,2021-09-01,566561,18145,20725,2,14749,7375,오프라인,,카드,매장구매,Grooming,Pet Grooming Brush,서울,수도권
2021-09-13,2021-09-01,566561,18145,22960,2,33521,16760,오프라인,,카드,매장구매,Grooming,Rechargeable Pet Nail Grinder,서울,수도권
2021-09-13,2021-09-01,566561,18145,22197,4,29534,7384,오프라인,,카드,매장구매,Food,Sheba Perfect Portions Paté Wet Cat Food,서울,수도권
2021-09-13,2021-09-01,566561,18145,22720,1,22124,22124,오프라인,,카드,매장구매,Electronics,UltraSound Dog Barking Deterrent,서울,수도권
2021-09-13,2021-09-01,566562,17365,22086,1,13185,13185,온라인,앱,카드,새벽배송,Disposables,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,인천,수도권
2021-09-13,2021-09-01,566563,12909,23298,1,42999,42999,온라인,앱,카드,택배배송,Food,Purina ONE SmartBlend Natural Adult Chicken 10lb,부산,비수도권
2021-09-13,2021-09-01,566564,15522,85123A,1,13185,13185,온라인,앱,계좌이체,택배배송,Disposables,Dog and Puppy Pads,경기,수도권
2021-09-13,2021-09-01,566566,14096,22086,1,25878,25878,온라인,앱,카드,택배배송,Disposables,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,대전,비수도권
2021-09-13,2021-09-01,566566,14096,22960,1,37051,37051,온라인,앱,카드,택배배송,Grooming,Rechargeable Pet Nail Grinder,대전,비수도권
2021-09-13,2021-09-01,566567,16161,23203,2,18593,9296,온라인,앱,카드,택배배송,Grooming,Pet Hair Remover,서울,수도권
2021-09-13,2021-09-01,566571,17037,22114,1,18995,18995,온라인,앱,간편결제(네이버/카카오/토스),택배배송,Grooming,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,경기,수도권
2021-09-13,2021-09-01,566571,17037,85099B,2,18593,9296,온라인,앱,간편결제(네이버/카카오/토스),택배배송,Disposables,Earth Rated Dog Poop Bags,경기,수도권
2021-09-13,2021-09-01,566571,17037,23203,2,18593,9296,온라인,앱,간편결제(네이버/카카오/토스),택배배송,Grooming,Pet Hair Remover,경기,수도권
2021-09-13,2021-09-01,566571,17037,84879,3,22660,7553,온라인,앱,간편결제(네이버/카카오/토스),택배배송,Cleanig Supplies,Pet Odor Eliminator,경기,수도권
2021-09-13,2021-09-01,566571,17037,23298,1,42999,42999,온라인,앱,간편결제(네이버/카카오/토스),택배배송,Food,Purina ONE SmartBlend Natural Adult Chicken 10lb,경기,수도권
2021-09-13,2021-09-01,566571,17037,22960,1,18995,18995,온라인,앱,간편결제(네이버/카카오/토스),택배배송,Grooming,Rechargeable Pet Nail Grinder,경기,수도권
2021-09-13,2021-09-01,566571,17037,22720,1,22124,22124,온라인,앱,간편결제(네이버/카카오/토스),택배배송,Electronics,UltraSound Dog Barking Deterrent,경기,수도권
2021-09-13,2021-09-01,566572,13488,85123A,1,13185,13185,오프라인,,카드,매장구매,Disposables,Dog and Puppy Pads,부산,비수도권
2021-09-13,2021-09-01,566572,13488,84879,2,15107,7553,오프라인,,카드,매장구매,Cleanig Supplies,Pet Odor Eliminator,부산,비수도권
2021-09-13,2021-09-01,566575,17133,47566,9,166933,18548,오프라인,,카드,매장구매,Disposables,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",경기,수도권
2021-09-13,2021-09-01,566576,13098,85123A,6,68382,11397,오프라인,,간편결제(네이버/카카오/토스),매장구매,Disposables,Dog and Puppy Pads,전북,비수도권
2021-09-13,2021-09-01,566576,13098,85099B,17,136004,8000,오프라인,,간편결제(네이버/카카오/토스),매장구매,Disposables,Earth Rated Dog Poop Bags,전북,비수도권
2021-09-13,2021-09-01,566576,13098,22386,17,264332,15549,오프라인,,간편결제(네이버/카카오/토스),매장구매,Food,Milk-Bone MaroSnacks Dog Treats with Real Bone,전북,비수도권
2021-09-13,2021-09-01,566576,13098,23203,17,136004,8000,오프라인,,간편결제(네이버/카카오/토스),매장구매,Grooming,Pet Hair Remover,전북,비수도권
2021-09-13,2021-09-01,566576,13098,79321,8,176989,22124,오프라인,,간편결제(네이버/카카오/토스),매장구매,Supplements,ProBiotic Supplements for Dogs,전북,비수도권
2021-09-13,2021-09-01,566576,13098,22423,6,570708,95118,오프라인,,간편결제(네이버/카카오/토스),매장구매,Food,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,전북,비수도권
2021-09-13,2021-09-01,566580,12822,22086,2,26370,13185,오프라인,,간편결제(네이버/카카오/토스),매장구매,Disposables,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,경기,수도권
2021-09-13,2021-09-01,566580,12822,22386,2,36136,18068,오프라인,,간편결제(네이버/카카오/토스),매장구매,Food,Milk-Bone MaroSnacks Dog Treats with Real Bone,경기,수도권
2021-09-13,2021-09-01,566580,12822,20725,2,14749,7375,오프라인,,간편결제(네이버/카카오/토스),매장구매,Grooming,Pet Grooming Brush,경기,수도권
2021-09-13,2021-09-01,566580,12822,23298,1,42999,42999,오프라인,,간편결제(네이버/카카오/토스),매장구매,Food,Purina ONE SmartBlend Natural Adult Chicken 10lb,경기,수도권
2021-09-13,2021-09-01,566581,16081,85123A,6,68382,11397,온라인,앱,카드,택배배송,Disposables,Dog and Puppy Pads,서울,수도권
2021-09-13,2021-09-01,566581,16081,22086,1,13185,13185,온라인,앱,카드,택배배송,Disposables,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,서울,수도권
2021-09-13,2021-09-01,566581,16081,84879,7,52873,7553,온라인,앱,카드,택배배송,Cleanig Supplies,Pet Odor Eliminator,서울,수도권
2021-09-13,2021-09-01,566581,16081,22423,1,110754,110754,온라인,앱,카드,택배배송,Food,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,서울,수도권
2021-09-13,2021-09-01,566582,13384,84879,27,174978,6481,온라인,앱,계좌이체,새벽배송,Cleanig Supplies,Pet Odor Eliminator,경남,비수도권
2021-09-13,2021-09-01,566583,15343,82484,1,69058,69058,온라인,앱,카드,택배배송,Food,NexGard Chew for Dogs,경기,수도권
2021-09-13,2021-09-01,566583,15343,22423,1,110754,110754,온라인,앱,카드,택배배송,Food,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,경기,수도권
2021-09-13,2021-09-01,566585,16409,84879,3,22660,7553,온라인,PC웹,카드,새벽배송,Cleanig Supplies,Pet Odor Eliminator,경기,수도권
2021-09-13,2021-09-01,566585,16409,22423,1,110754,110754,온라인,PC웹,카드,새벽배송,Food,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,경기,수도권
2021-09-13,2021-09-01,566589,14753,22114,1,17654,17654,오프라인,,카드,매장구매,Grooming,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,강원,비수도권
2021-09-13,2021-09-01,566589,14753,85099B,2,18593,9296,오프라인,,카드,매장구매,Disposables,Earth Rated Dog Poop Bags,강원,비수도권
2021-09-13,2021-09-01,566589,14753,22086,2,26370,13185,오프라인,,카드,매장구매,Disposables,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,강원,비수도권
2021-09-13,2021-09-01,566589,14753,20725,2,14749,7375,오프라인,,카드,매장구매,Grooming,Pet Grooming Brush,강원,비수도권
2021-09-13,2021-09-01,566591,16036,23203,2,18593,9296,오프라인,,카드,매장구매,Grooming,Pet Hair Remover,서울,수도권
2021-09-13,2021-09-01,566599,15998,22114,1,18995,18995,온라인,PC웹,카드,새벽배송,Grooming,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,경북,비수도권
2021-09-13,2021-09-01,566599,15998,85123A,1,13185,13185,온라인,PC웹,카드,새벽배송,Disposables,Dog and Puppy Pads,경북,비수도권
2021-09-13,2021-09-01,566599,15998,23298,1,42999,42999,온라인,PC웹,카드,새벽배송,Food,Purina ONE SmartBlend Natural Adult Chicken 10lb,경북,비수도권
2021-09-13,2021-09-01,566599,15998,22423,1,110754,110754,온라인,PC웹,카드,새벽배송,Food,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,경북,비수도권
2021-09-13,2021-09-01,566600,13704,47566,2,44247,22124,오프라인,,카드,매장구매,Disposables,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",경기,수도권
2021-09-13,2021-09-01,566600,13704,23298,1,42999,42999,오프라인,,카드,매장구매,Food,Purina ONE SmartBlend Natural Adult Chicken 10lb,경기,수도권
2021-09-13,2021-09-01,566601,16469,85099B,1,9296,9296,오프라인,,카드,매장구매,Disposables,Earth Rated Dog Poop Bags,서울,수도권
2021-09-13,2021-09-01,566601,16469,23298,1,42999,42999,오프라인,,카드,매장구매,Food,Purina ONE SmartBlend Natural Adult Chicken 10lb,서울,수도권
2021-09-13,2021-09-01,566601,16469,22423,1,110754,110754,오프라인,,카드,매장구매,Food,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,서울,수도권
2021-09-13,2021-09-01,566604,16279,22086,1,13185,13185,온라인,앱,기타,택배배송,Disposables,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,울산,비수도권
2021-09-13,2021-09-01,566604,16279,23203,2,18593,9296,온라인,앱,기타,택배배송,Grooming,Pet Hair Remover,울산,비수도권
2021-09-13,2021-09-01,566604,16279,84879,3,22660,7553,온라인,앱,기타,택배배송,Cleanig Supplies,Pet Odor Eliminator,울산,비수도권
2021-09-13,2021-09-01,566605,13263,22114,1,18995,18995,온라인,PC웹,카드,새벽배송,Grooming,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,인천,수도권
2021-09-13,2021-09-01,566605,13263,85123A,1,13185,13185,온라인,PC웹,카드,새벽배송,Disposables,Dog and Puppy Pads,인천,수도권
2021-09-13,2021-09-01,566605,13263,20725,1,7375,7375,온라인,PC웹,카드,새벽배송,Grooming,Pet Grooming Brush,인천,수도권
2021-09-13,2021-09-01,566606,15194,22114,1,18995,18995,온라인,앱,카드,택배배송,Grooming,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,충남,비수도권
2021-09-13,2021-09-01,566607,13032,22502,1,26593,26593,온라인,앱,카드,택배배송,Electronics,Indoor Pet Camera,경북,비수도권
2021-09-13,2021-09-01,566607,13032,47566,1,22124,22124,온라인,앱,카드,택배배송,Disposables,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",경북,비수도권
